family,engine,K,T,grads,rep,contract_ratio,contract_ratio_dbl,dbl_pass,theta_err,theta_err_norm,accept
dwell2,grid,8,2,True,4,0.13571567742442955,0.135715677102789,True,0.0053178881580917435,0.006503447400914096,0.75
dwell2,grid,8,2,False,5,0.30923930166202235,0.30838412360564554,True,0.2615584521016305,0.3166794017806888,0.375
dwell2,grid,8,2,True,5,0.1696048044722503,0.16900739393063977,True,0.08847798348515291,0.10776264170496723,0.375
dwell2,grid,8,5,False,0,0.08041778586877228,0.08041778578086639,True,0.0028357199359292772,0.002947454829416805,1.0
dwell2,grid,8,5,True,0,0.040730520346592636,0.040730520333203846,True,0.0005848172241227245,0.0006218639943760633,1.0
dwell2,grid,8,5,False,1,0.5014980574681429,0.5001413762215743,True,0.5093193500763937,0.5338621326890175,1.0
dwell2,grid,8,5,True,1,0.15820840779264866,0.15771151754444782,True,0.06553139374596656,0.06693082543119175,1.0
dwell2,grid,8,5,False,2,0.4233847464571784,0.4222356888572787,True,0.2892217083654223,0.33550303957065897,0.375
dwell2,grid,8,5,True,2,0.12795322732668088,0.12789048753979756,True,0.004570072236829992,0.0054765313746130565,0.375
dwell2,grid,8,5,False,3,0.5978928185369223,0.5957990538802452,True,0.4606168112155622,0.5541257062607456,0.75
dwell2,grid,8,5,True,3,0.24062288993848677,0.2401016035484697,True,0.014312871091056806,0.017360759645460428,0.75
dwell2,grid,8,5,False,4,0.07474409337919627,0.07473191193520154,True,0.005716608482598911,0.006864324948386918,1.0
dwell2,grid,8,5,True,4,0.03958586093553371,0.039585860906950994,True,0.0011561690635122244,0.001404946660561761,1.0
dwell2,grid,8,5,False,5,0.040637107739241424,0.04063710772274225,True,0.0015966275314947835,0.0018049289700086573,0.75
dwell2,grid,8,5,True,5,0.021256671769301117,0.021256671769040433,True,0.00034109521441927723,0.0003906551521269928,0.75
dwell2,grid,32,1,False,0,0.24760126687507433,0.24682629217799895,True,0.19978191357294434,0.24132247238842588,0.562
dwell2,grid,32,1,True,0,0.06308780750424875,0.06293209647906424,True,0.007162279938996599,0.00871636865002583,0.562
dwell2,grid,32,1,False,1,0.1911453416077284,0.19093654685232953,True,0.006294255217640447,0.007704007959190351,0.469
dwell2,grid,32,1,True,1,0.09061186106431944,0.09061180765161195,True,0.0018992555190409154,0.0023198915012656884,0.469
dwell2,grid,32,1,False,2,0.032829131732831925,0.032829131721025126,True,0.0005233961293557719,0.000532590271194206,0.406
dwell2,grid,32,1,True,2,0.01854678399343883,0.01854678399332724,True,0.00012872242126538738,0.00013869651716525173,0.406
dwell2,grid,32,1,False,3,0.09689367867196291,0.09689367768343946,True,0.006579668984728775,0.006458397235497113,0.875
dwell2,grid,32,1,True,3,0.0187733529054524,0.018773352902960793,True,0.00020127884711768513,0.00019985339912694688,0.875
dwell2,grid,32,1,False,4,0.02419044830007947,0.024190448299787913,True,0.00037142628006368465,0.00039141529368821984,0.656
dwell2,grid,32,1,True,4,0.00888360386225039,0.008883603862250258,True,4.914595049140988e-05,4.823796207430025e-05,0.656
dwell2,grid,32,1,False,5,0.45499282878628616,0.45369718977498635,True,0.42278623462423376,0.5169399139733559,0.406
dwell2,grid,32,1,True,5,0.23930115241609035,0.2385844863951647,True,0.1015071036626255,0.12422983083487896,0.406
dwell2,grid,32,2,False,0,0.06403447114769,0.06351781813486382,True,0.060107838048345484,0.07145446997194776,0.25
dwell2,grid,32,2,True,0,0.06035621384857658,0.05996448588250777,True,0.0592199926215304,0.07085236363075754,0.25
dwell2,grid,32,2,False,1,0.42380026214943395,0.42328275350475186,True,0.06950831740978138,0.08327639132833733,0.344
dwell2,grid,32,2,True,1,0.08159102836951006,0.08159102832521739,True,0.0014914113441142852,0.001810487797061761,0.344
dwell2,grid,32,2,False,2,0.025739434204400093,0.025739434201908377,True,0.00030495474620701645,0.0003049147840001233,0.688
