family,kind,d,eps,ess_cf,d2_cf,ess_emp,ess_emp_half,ess_dbl_pass,relsd_analytic,logz_emp,logz_dbl_pass,logz_bias_1e4,logz_sd_1e4,seconds,note
gaussian,shift,32,0.02,0.9872815715902904,0.0128,0.9872497997133324,0.9872589500147008,True,0.0002292016119265,-2.5650855729253408e-05,True,-0.0002340521296079,0.0011210429138615,6.49,
gaussian,shift,32,0.05,0.9231163463866358,0.08,0.9232505093089834,0.923355040781815,True,0.0006141072905738,0.0001249221365196,True,0.0001543255616083,0.0026497037574071,6.42,
gaussian,shift,32,0.1,0.7261490370736908,0.3200000000000001,0.7261449430096467,0.7260793905300366,True,0.0016114092359079,-0.0003335122077601,True,-1.7232792037304988e-05,0.0060794142188463,6.58,
gaussian,shift,32,0.15,0.4867522559599717,0.72,0.4906954048209354,0.4890766709226476,True,0.0041005210863513,-0.0011354235624345,True,-0.000828070691064,0.0102547263077208,6.43,
gaussian,shift,32,0.2,0.2780373004531941,1.2800000000000002,0.2756677257227137,0.2769107273075435,True,0.0128971070252636,-9.643542025727923e-05,True,-0.0029488617675053,0.0172541475504632,6.52,
gaussian,shift,32,0.3,0.0561347628341337,2.88,0.0605180488156549,0.053857946966381,True,0.31734675335814,0.0050837991642485,True,-5.377884843227321e-07,0.0436662089425029,6.4,
gaussian,shift,32,0.5,0.0003354626279025,8.0,0.0004813394516626,9.404380979991584e-05,False,8886.110520507817,0.0515569846042947,False,-0.0665338504899807,0.2926508122206219,6.52,
gaussian,shift,32,0.7,1.5497531357028997e-07,15.679999999999998,0.0001045967091162,0.0003059377859647,False,inf,-0.0731321705033245,True,-0.399097906411853,0.6719901038361468,6.29,
gaussian,shift,32,1.0,1.2664165549094176e-14,32.0,1.558388403076905e-05,2.557791194003962e-05,False,inf,-1.998126457684588,False,-2.630356786675431,1.3033710505441836,6.6,
gaussian,scale,32,-0.3,0.0388886243632051,3.247053503947042,0.0612612990165448,0.0363754137451236,False,inf,-0.0058611593082975,True,-0.0136193764631777,0.0409165551378,6.61,
gaussian,scale,32,-0.2,0.3560741304517919,1.0326163382011413,0.3539898759079508,0.3694809862238198,True,0.1101950684452776,1.0820836763514308e-05,True,-2.724389926020976e-05,0.0126601073496253,6.62,
gaussian,scale,32,-0.1,0.8197463466123023,0.1987603199769143,0.8196458593695142,0.8202564959104326,True,0.001344769112367,-0.0004994260642234,True,-0.0005044208479671,0.0048625188407465,6.68,
gaussian,scale,32,-0.05,0.9565876767873396,0.0443828301236019,0.956796021505992,0.9566733204896212,True,0.0004689238186559,-0.0003716694303008,True,-0.0001695370026788,0.0022339981495848,6.6,
gaussian,scale,32,0.05,0.9643293661913124,0.0363223765526264,0.9643405009272664,0.9644079808709148,True,0.0003768284702634,-0.0001641257013034,True,0.0002125056546724,0.0019359157719752,6.38,
gaussian,scale,32,0.1,0.8756569756556298,0.1327808450351246,0.8758114947008625,0.8757160104267795,True,0.0007546282519181,-0.000608465610048,True,0.0008444803924493,0.0032761643791929,6.49,
gaussian,scale,32,0.2,0.6371602842298493,0.4507340314671411,0.6369811155800503,0.6365712250652468,True,0.0017047121049342,0.0003242857016463,True,0.0001361059842453,0.0071464539089322,6.49,
gaussian,scale,32,0.3,0.4166126461379782,0.875598395027945,0.4163500575324205,0.4181565071954286,True,0.003209353639113,-4.714762587276766e-05,True,-0.0005857033321049,0.0122663295312626,6.79,
gaussian,scale,32,0.5,0.1519006530010135,1.8845285705021355,0.1529910596765591,0.1531605611553727,True,0.0099385387175887,0.0018039204698041,True,0.0003537635516712,0.0245708791886937,6.89,
gmm,weight_distort,32,0.1,0.96,0.0408219945202551,0.9600032498753536,0.9600039785910216,True,0.0004082482904638,0.0001308712778698,True,-3.51311377992225e-05,0.0019324036819346,12.66,semi-cf (well-separated approx)
gmm,weight_distort,32,0.2,0.84,0.1743533871447778,0.8400146586385294,0.8400124084955025,True,0.0008728715609439,0.0004255255228304,True,0.0002180868182305,0.0045454539063487,13.28,semi-cf (well-separated approx)
gmm,weight_distort,32,0.3,0.64,0.4462871026284195,0.6400288240086711,0.6400290566230983,True,0.0014999999999999,-0.0011798255532582,True,0.0006835687049489,0.007404706158169,12.7,semi-cf (well-separated approx)
gmm,weight_distort,32,0.4,0.3599999999999999,1.0216512475319817,0.3600344639420789,0.3600368173686522,True,0.0026666666666666,-0.0002456846525493,True,-0.0019511592346803,0.0138893981741747,13.79,semi-cf (well-separated approx)
gmm,weight_distort,32,0.45,0.1899999999999999,1.660731206821651,0.1900369084194554,0.1900379257106074,True,0.0041294832096701,-0.0005673897964832,True,-0.0040411639231289,0.0217829033830164,12.7,semi-cf (well-separated approx)
gmm,mode_drop,32,,6.415243562194552e-28,62.61370563888011,0.88011547361307,0.9878162004371982,False,inf,-0.6922228538381461,True,-0.6720345942454214,0.20400690417709438,3.78,BLIND SPOT: E[w]=1 so Zhat unbiased only at astronomical N; at practical N logZ locks onto -ln2 with tiny variance; empirical ESS is seed-lottery (const-weight plateau vs tail spike)
funnel,cond_scale,32,-0.3,0.0430418198204551,3.145583081948697,0.0384191180943279,0.0594071983388682,False,inf,5.615826926330669e-05,True,0.0053511636502596,0.0408677594518659,4.71,"cf exact: v-part matches, mismatch only in d-1 conditionals"
funnel,cond_scale,32,-0.15,0.6123968146582344,0.4903748166193297,0.6157968023485674,0.60550641067868,True,0.0047152113838979,-0.0012297774840508,True,0.0002742168156349,0.0079166391224492,4.9,"cf exact: v-part matches, mismatch only in d-1 conditionals"
funnel,cond_scale,32,-0.05,0.9579153494273752,0.0429958666822392,0.9578043708142074,0.9578515022568832,True,0.0004607992832291,0.0002483655923448,True,0.0003982642325975,0.0020163915459998,4.91,"cf exact: v-part matches, mismatch only in d-1 conditionals"
funnel,cond_scale,32,0.05,0.9654245730930462,0.0351873022853568,0.9654630565300012,0.9653957377032976,True,0.0003705008751403,-0.0001562602072304,True,-0.0001597813980643,0.0018424136604218,4.88,"cf exact: v-part matches, mismatch only in d-1 conditionals"
funnel,cond_scale,32,0.15,0.7664589675068945,0.2659741143838053,0.7666718188351324,0.766858139091887,True,0.0011556484001844,0.0003306878936868,True,-0.0005263302276358,0.0052083988172711,4.91,"cf exact: v-part matches, mismatch only in d-1 conditionals"
